Date,Open,High,Low,Close,Volume,Adj Close
2008-10-24,1745.67,1745.67,1590.36,1600.28,000,1600.28
2008-10-23,1821.13,1821.13,1735.45,1745.67,000,1745.67
2008-10-22,1920.79,1920.79,1809.02,1821.13,000,1821.13
2008-10-21,1939.22,1988.71,1917.32,1920.79,000,1920.79
2008-10-20,1878.51,1942.51,1878.51,1939.22,000,1939.22
2008-10-17,1951.20,1991.07,1877.96,1878.51,000,1878.51
2008-10-16,2059.39,2059.39,1902.28,1951.20,000,1951.20
2008-10-15,2128.31,2128.31,2037.58,2059.39,000,2059.39
2008-10-14,2076.35,2218.89,2076.35,2128.31,000,2128.31
2008-10-13,1948.33,2106.39,1945.55,2076.35,000,2076.35
2008-10-10,2102.71,2102.71,1926.26,1948.33,000,1948.33
2008-10-09,2033.61,2123.01,2033.61,2102.71,000,2102.71
2008-10-08,2177.55,2177.55,2025.56,2033.61,000,2033.61
2008-10-07,2168.32,2230.32,2128.96,2177.55,000,2177.55
2008-10-06,2297.12,2297.12,2165.68,2168.32,000,2168.32
2008-10-03,2363.60,2363.60,2297.12,2297.12,000,2297.12
2008-10-02,2358.91,2398.67,2313.63,2363.60,000,2363.60
2008-10-01,2358.91,2358.91,2358.91,2358.91,000,2358.91
2008-09-30,2361.34,2371.31,2239.75,2358.91,000,2358.91
2008-09-29,2411.46,2449.20,2347.49,2361.34,000,2361.34
2008-09-26,2444.24,2444.24,2399.71,2411.46,000,2411.46
2008-09-25,2477.60,2477.60,2442.80,2444.24,000,2444.24
2008-09-24,2476.51,2495.35,2458.62,2477.60,000,2477.60
2008-09-23,2544.13,2544.13,2476.51,2476.51,000,2476.51
2008-09-22,2559.07,2604.51,2533.87,2544.13,000,2544.13
2008-09-19,2419.21,2575.40,2419.21,2559.07,000,2559.07
2008-09-18,2419.29,2448.99,2307.79,2419.21,000,2419.21
2008-09-17,2461.43,2498.24,2399.30,2419.29,000,2419.29
2008-09-16,2486.55,2486.55,2412.34,2461.43,000,2461.43
2008-09-15,2570.67,2570.67,2480.28,2486.55,000,2486.55
2008-09-12,2541.15,2582.44,2541.15,2570.67,000,2570.67
2008-09-11,2622.41,2622.41,2541.15,2541.15,000,2541.15
2008-09-10,2673.21,2673.21,2622.41,2622.41,000,2622.41
2008-09-09,2697.03,2697.03,2645.81,2673.21,000,2673.21
2008-09-08,2574.21,2697.03,2574.21,2694.49,000,2694.49
2008-09-05,2626.05,2626.05,2554.04,2574.21,000,2574.21
2008-09-04,2706.53,2706.53,2626.05,2626.05,000,2626.05
2008-09-03,2758.94,2758.94,2706.53,2706.53,000,2706.53
2008-09-02,2713.79,2763.42,2695.68,2758.94,000,2758.94
2008-09-01,2739.95,2739.95,2691.05,2713.79,000,2713.79
2008-08-29,2691.00,2739.95,2691.00,2739.95,000,2739.95
2008-08-28,2705.09,2713.30,2688.32,2691.00,000,2691.00
2008-08-27,2707.19,2711.46,2688.39,2705.09,000,2705.09
2008-08-26,2733.45,2733.45,2690.07,2707.19,000,2707.19
2008-08-25,2723.30,2754.51,2723.30,2733.45,000,2733.45
2008-08-22,2713.47,2723.30,2707.92,2723.30,000,2723.30
2008-08-21,2751.75,2751.75,2708.79,2713.47,000,2713.47
2008-08-20,2728.39,2754.90,2711.76,2751.75,000,2751.75
2008-08-19,2776.98,2776.98,2726.23,2728.39,000,2728.39
2008-08-18,2797.50,2803.65,2773.05,2776.98,000,2776.98
2008-08-15,2816.66,2821.64,2792.62,2797.50,000,2797.50
2008-08-14,2811.79,2829.36,2802.11,2816.66,000,2816.66
2008-08-13,2816.82,2816.82,2781.63,2811.79,000,2811.79
2008-08-12,2825.39,2840.74,2809.25,2816.82,000,2816.82
2008-08-11,2807.54,2843.57,2807.54,2825.39,000,2825.39
2008-08-08,2834.71,2834.71,2803.81,2807.54,000,2807.54
2008-08-07,2886.78,2886.78,2823.88,2834.71,000,2834.71
2008-08-06,2860.51,2900.88,2860.51,2886.78,000,2886.78
2008-08-05,2876.08,2878.94,2807.55,2860.51,000,2860.51
2008-08-04,2906.07,2906.07,2867.04,2876.08,000,2876.08
2008-08-01,2929.65,2929.65,2883.88,2906.07,000,2906.07
2008-07-31,2925.50,2960.92,2925.50,2929.65,000,2929.65
2008-07-30,2886.56,2931.75,2886.56,2925.50,000,2925.50
2008-07-29,2910.36,2910.36,2860.60,2886.56,000,2886.56
2008-07-28,2912.70,2926.69,2906.24,2910.36,000,2910.36
2008-07-25,2977.91,2977.91,2911.24,2922.91,000,2922.91
2008-07-24,2978.98,2997.82,2965.27,2977.91,000,2977.91
2008-07-23,2890.66,2982.05,2890.66,2978.98,000,2978.98
2008-07-22,2919.21,2919.21,2888.00,2890.66,000,2890.66
2008-07-21,2847.73,2926.16,2847.73,2919.21,000,2919.21
2008-07-18,2864.10,2887.48,2833.15,2847.73,000,2847.73
2008-07-17,2835.32,2895.47,2835.32,2864.10,000,2864.10
2008-07-16,2830.75,2843.51,2819.65,2835.32,000,2835.32
2008-07-15,2904.12,2904.12,2826.54,2830.75,000,2830.75
2008-07-14,2926.84,2927.16,2876.25,2904.12,000,2904.12
2008-07-11,2901.58,2939.76,2889.66,2926.84,000,2926.84
2008-07-10,2917.62,2917.62,2875.61,2901.58,000,2901.58
2008-07-09,2886.62,2931.24,2886.62,2917.62,000,2917.62
2008-07-08,2934.12,2934.12,2875.45,2886.62,000,2886.62
2008-07-07,2892.54,2947.69,2886.35,2934.12,000,2934.12
2008-07-03,2906.23,2906.23,2862.27,2880.45,000,2880.45
2008-07-02,2906.79,2925.48,2890.77,2906.23,000,2906.23
2008-07-01,2947.54,2960.44,2904.36,2906.79,000,2906.79
2008-06-30,2955.91,2986.53,2947.54,2947.54,000,2947.54
2008-06-27,2980.95,2980.95,2922.87,2955.91,000,2955.91
2008-06-26,2986.62,3013.93,2978.43,2980.95,000,2980.95
2008-06-25,2962.16,2993.13,2943.12,2986.62,000,2986.62
2008-06-24,2979.15,2990.59,2962.16,2962.16,000,2962.16
2008-06-23,3001.81,3001.81,2951.62,2979.15,000,2979.15
2008-06-20,2992.66,3028.42,2992.66,3001.81,000,3001.81
2008-06-19,3040.09,3040.09,2980.60,2992.66,000,2992.66
2008-06-18,3028.24,3047.22,3010.87,3040.09,000,3040.09
2008-06-17,3036.92,3039.36,3007.53,3028.24,000,3028.24
2008-06-16,2979.56,3042.23,2979.56,3036.92,000,3036.92
